FootnoteUrn,Scholion,TextUrn,Image,Number,Folio,SequenceOnFolio
urn:cite:hmt:e3footnotes.11-262,urn:cts:greekLit:tlg5026.e3.hmt:11.261,urn:cts:greekLit:tlg0012.tlg001.e3:11.715@ἄγγελος,"urn:cite:hmt:e3bifolio.E3_150v_151r@0.5746,0.521,0.017,0.0285",13,urn:cite:hmt:e3bifolio.E3_150v_151r,13
urn:cite:hmt:e3footnotes.11-263,urn:cts:greekLit:tlg5026.e3.hmt:11.262,urn:cts:greekLit:tlg0012.tlg001.e3:11.717@οὐδέ με,"urn:cite:hmt:e3bifolio.E3_150v_151r@0.7277,0.5571,0.026,0.0375",14,urn:cite:hmt:e3bifolio.E3_150v_151r,14
urn:cite:hmt:e3footnotes.11-264,urn:cts:greekLit:tlg5026.e3.hmt:11.263,urn:cts:greekLit:tlg0012.tlg001.e3:11.719@οὐ γάρ,"urn:cite:hmt:e3bifolio.E3_150v_151r@0.5636,0.5886,0.017,0.027",15,urn:cite:hmt:e3bifolio.E3_150v_151r,15
urn:cite:hmt:e3footnotes.11-265,urn:cts:greekLit:tlg5026.e3.hmt:11.264,urn:cts:greekLit:tlg0012.tlg001.e3:11.721@πεζός,"urn:cite:hmt:e3bifolio.E3_150v_151r@0.5786,0.6231,0.017,0.027",16,urn:cite:hmt:e3bifolio.E3_150v_151r,16
urn:cite:hmt:e3footnotes.11-266,urn:cts:greekLit:tlg5026.e3.hmt:11.265,urn:cts:greekLit:tlg0012.tlg001.e3:11.725@ἔνθεν,"urn:cite:hmt:e3bifolio.E3_151v_151bisr@0.2853,0.2508,0.018,0.0255",1,urn:cite:hmt:e3bifolio.E3_151v_151bisr,1
urn:cite:hmt:e3footnotes.11-267,urn:cts:greekLit:tlg5026.e3.hmt:11.266,urn:cts:greekLit:tlg0012.tlg001.e3:11.730@τελέεσσι,"urn:cite:hmt:e3bifolio.E3_151v_151bisr@0.4494,0.3348,0.02,0.021",2,urn:cite:hmt:e3bifolio.E3_151v_151bisr,2
urn:cite:hmt:e3footnotes.11-268,urn:cts:greekLit:tlg5026.e3.hmt:11.267,urn:cts:greekLit:tlg0012.tlg001.e3:11.731@ἐν ἔντεσιν,"urn:cite:hmt:e3bifolio.E3_151v_151bisr@0.3874,0.3544,0.02,0.021",3,urn:cite:hmt:e3bifolio.E3_151v_151bisr,3
urn:cite:hmt:e3footnotes.11-269,urn:cts:greekLit:tlg5026.e3.hmt:11.268,urn:cts:greekLit:tlg0012.tlg001.e3:11.734@σφιν,"urn:cite:hmt:e3bifolio.E3_151v_151bisr@0.3073,0.4114,0.019,0.0165",4,urn:cite:hmt:e3bifolio.E3_151v_151bisr,4
urn:cite:hmt:e3footnotes.11-270,urn:cts:greekLit:tlg5026.e3.hmt:11.269,urn:cts:greekLit:tlg0012.tlg001.e3:11.738@ἕλον,"urn:cite:hmt:e3bifolio.E3_151v_151bisr@0.3283,0.479,0.019,0.0165",5,urn:cite:hmt:e3bifolio.E3_151v_151bisr,5
urn:cite:hmt:e3footnotes.11-271,urn:cts:greekLit:tlg5026.e3.hmt:11.270,urn:cts:greekLit:tlg0012.tlg001.e3:11.741@φάρμακα,"urn:cite:hmt:e3bifolio.E3_151v_151bisr@0.3253,0.5285,0.019,0.0165",6,urn:cite:hmt:e3bifolio.E3_151v_151bisr,6
urn:cite:hmt:e3footnotes.11-272,urn:cts:greekLit:tlg5026.e3.hmt:11.271,urn:cts:greekLit:tlg0012.tlg001.e3:11.754@σπιδέος,"urn:cite:hmt:e3bifolio.E3_151v_151bisr@0.6527,0.3258,0.027,0.033",7,urn:cite:hmt:e3bifolio.E3_151v_151bisr,7
urn:cite:hmt:e3footnotes.11-273,urn:cts:greekLit:tlg5026.e3.hmt:11.272,urn:cts:greekLit:tlg0012.tlg001.e3:11.759@Ἀχαιοὶ,"urn:cite:hmt:e3bifolio.E3_151v_151bisr@0.7107,0.4204,0.029,0.021",8,urn:cite:hmt:e3bifolio.E3_151v_151bisr,8
urn:cite:hmt:e3footnotes.11-274,urn:cts:greekLit:tlg5026.e3.hmt:11.273,urn:cts:greekLit:tlg0012.tlg001.e3:11.761@Νέστορί,"urn:cite:hmt:e3bifolio.E3_151v_151bisr@0.6787,0.452,0.019,0.021",9,urn:cite:hmt:e3bifolio.E3_151v_151bisr,9
urn:cite:hmt:e3footnotes.11-275,urn:cts:greekLit:tlg5026.e3.hmt:11.274,urn:cts:greekLit:tlg0012.tlg001.e3:11.763@ἀπονήσεται,"urn:cite:hmt:e3bifolio.E3_151v_151bisr@0.6066,0.4805,0.03,0.0255",10,urn:cite:hmt:e3bifolio.E3_151v_151bisr,10
urn:cite:hmt:e3footnotes.11-276,urn:cts:greekLit:tlg5026.e3.hmt:11.275,urn:cts:greekLit:tlg0012.tlg001.e3:11.764@μετακλαύσεσθαι,"urn:cite:hmt:e3bifolio.E3_151v_151bisr@0.5876,0.497,0.023,0.0255",11,urn:cite:hmt:e3bifolio.E3_151v_151bisr,11
urn:cite:hmt:e3footnotes.11-277,urn:cts:greekLit:tlg5026.e3.hmt:11.276,urn:cts:greekLit:tlg0012.tlg001.e3:11.765@σοί,"urn:cite:hmt:e3bifolio.E3_151v_151bisr@0.5866,0.518,0.023,0.0255",12,urn:cite:hmt:e3bifolio.E3_151v_151bisr,12
urn:cite:hmt:e3footnotes.11-278,urn:cts:greekLit:tlg5026.e3.hmt:11.277,urn:cts:greekLit:tlg0012.tlg001.e3:11.767@ἐόντες,"urn:cite:hmt:e3bifolio.E3_151v_151bisr@0.5906,0.548,0.023,0.0255",13,urn:cite:hmt:e3bifolio.E3_151v_151bisr,13
urn:cite:hmt:e3footnotes.11-279,urn:cts:greekLit:tlg5026.e3.hmt:11.278,urn:cts:greekLit:tlg0012.tlg001.e3:11.769@Πηλῆος,"urn:cite:hmt:e3bifolio.E3_151v_151bisr@0.5485,0.5841,0.023,0.0255",14,urn:cite:hmt:e3bifolio.E3_151v_151bisr,14
urn:cite:hmt:e3footnotes.11-281,urn:cts:greekLit:tlg5026.e3.hmt:11.280,urn:cts:greekLit:tlg0012.tlg001.e3:11.773@πίονα μηρί᾽,"IMG",1,urn:cite:hmt:e3bifolio.E3_151bisv_152r,1
urn:cite:hmt:e3footnotes.11-282,urn:cts:greekLit:tlg5026.e3.hmt:11.281,urn:cts:greekLit:tlg0012.tlg001.e3:11.778@ἄγε χειρὸς,"IMG",2,urn:cite:hmt:e3bifolio.E3_151bisv_152r,2
urn:cite:hmt:e3footnotes.11-283,urn:cts:greekLit:tlg5026.e3.hmt:11.282,urn:cts:greekLit:tlg0012.tlg001.e3:11.779@εὖ παρέθηκεν,"IMG",3,urn:cite:hmt:e3bifolio.E3_151bisv_152r,3
urn:cite:hmt:e3footnotes.11-284,urn:cts:greekLit:tlg5026.e3.hmt:11.283,urn:cts:greekLit:tlg0012.tlg001.e3:11.785@ἐπέτελλε Μενοίτιος,"IMG",4,urn:cite:hmt:e3bifolio.E3_151bisv_152r,4
urn:cite:hmt:e3footnotes.11-285,urn:cts:greekLit:tlg5026.e3.hmt:11.284,urn:cts:greekLit:tlg0012.tlg001.e3:11.787@πρεσβύτερος,"IMG",5,urn:cite:hmt:e3bifolio.E3_151bisv_152r,5
urn:cite:hmt:e3footnotes.11-286,urn:cts:greekLit:tlg5026.e3.hmt:11.285,urn:cts:greekLit:tlg0012.tlg001.e3:11.790@λήθεαι,"IMG",6,urn:cite:hmt:e3bifolio.E3_151bisv_152r,6
urn:cite:hmt:e3footnotes.11-287,urn:cts:greekLit:tlg5026.e3.hmt:11.286,urn:cts:greekLit:tlg0012.tlg001.e3:11.792@οἶδ᾽ εἴ κέν,"IMG",7,urn:cite:hmt:e3bifolio.E3_151bisv_152r,7
urn:cite:hmt:e3footnotes.11-288,urn:cts:greekLit:tlg5026.e3.hmt:11.287,urn:cts:greekLit:tlg0012.tlg001.e3:11.794@θεοπροπίην,"IMG",8,urn:cite:hmt:e3bifolio.E3_151bisv_152r,8
urn:cite:hmt:e3footnotes.11-289,urn:cts:greekLit:tlg5026.e3.hmt:11.288,,,,urn:cite:hmt:e3bifolio.E3_151bisv_152r,
urn:cite:hmt:e3footnotes.11-290,urn:cts:greekLit:tlg5026.e3.hmt:11.289,,,,urn:cite:hmt:e3bifolio.E3_151bisv_152r,
urn:cite:hmt:e3footnotes.11-291,urn:cts:greekLit:tlg5026.e3.hmt:11.290,,,,urn:cite:hmt:e3bifolio.E3_151bisv_152r,
urn:cite:hmt:e3footnotes.11-292,urn:cts:greekLit:tlg5026.e3.hmt:11.291,,,,urn:cite:hmt:e3bifolio.E3_151bisv_152r,
urn:cite:hmt:e3footnotes.11-293,urn:cts:greekLit:tlg5026.e3.hmt:11.292,,,,urn:cite:hmt:e3bifolio.E3_151bisv_152r,
urn:cite:hmt:e3footnotes.11-294,urn:cts:greekLit:tlg5026.e3.hmt:11.293,,,,urn:cite:hmt:e3bifolio.E3_151bisv_152r,
urn:cite:hmt:e3footnotes.11-295,urn:cts:greekLit:tlg5026.e3.hmt:11.294,,,,urn:cite:hmt:e3bifolio.E3_151bisv_152r,
urn:cite:hmt:e3footnotes.11-296,urn:cts:greekLit:tlg5026.e3.hmt:11.295,,,,urn:cite:hmt:e3bifolio.E3_151bisv_152r,
urn:cite:hmt:e3footnotes.11-297,urn:cts:greekLit:tlg5026.e3.hmt:11.296,,,,urn:cite:hmt:e3bifolio.E3_151bisv_152r,
urn:cite:hmt:e3footnotes.11-298,urn:cts:greekLit:tlg5026.e3.hmt:11.297,,,,urn:cite:hmt:e3bifolio.E3_151bisv_152r,
urn:cite:hmt:e3footnotes.11-299,urn:cts:greekLit:tlg5026.e3.hmt:11.298,urn:cts:greekLit:tlg0012.tlg001.e3:11.820@σχήσουσι,"IMG",1,urn:cite:hmt:e3bifolio.E3_152v_153r,1
urn:cite:hmt:e3footnotes.11-300,urn:cts:greekLit:tlg5026.e3.hmt:11.299,urn:cts:greekLit:tlg0012.tlg001.e3:11.824@πεσέονται,"IMG",2,urn:cite:hmt:e3bifolio.E3_152v_153r,2
urn:cite:hmt:e3footnotes.11-301,urn:cts:greekLit:tlg5026.e3.hmt:11.300,urn:cts:greekLit:tlg0012.tlg001.e3:11.829@ἔκταμ᾽,"IMG",3,urn:cite:hmt:e3bifolio.E3_152v_153r,3
urn:cite:hmt:e3footnotes.11-302,urn:cts:greekLit:tlg5026.e3.hmt:11.301,urn:cts:greekLit:tlg0012.tlg001.e3:11.830@ἤπια,"IMG",4,urn:cite:hmt:e3bifolio.E3_152v_153r,4
urn:cite:hmt:e3footnotes.11-303,urn:cts:greekLit:tlg5026.e3.hmt:11.302,urn:cts:greekLit:tlg0012.tlg001.e3:11.832@δικαιότατος,"IMG",5,urn:cite:hmt:e3bifolio.E3_152v_153r,5
urn:cite:hmt:e3footnotes.11-304,urn:cts:greekLit:tlg5026.e3.hmt:11.303,urn:cts:greekLit:tlg0012.tlg001.e3:11.835@χρηΐζοντα,"IMG",6,urn:cite:hmt:e3bifolio.E3_152v_153r,6
urn:cite:hmt:e3footnotes.11-305,urn:cts:greekLit:tlg5026.e3.hmt:11.304,urn:cts:greekLit:tlg0012.tlg001.e3:11.842@στέρνοιο,"IMG",7,urn:cite:hmt:e3bifolio.E3_152v_153r,7
urn:cite:hmt:e3footnotes.11-306,urn:cts:greekLit:tlg5026.e3.hmt:11.305,urn:cts:greekLit:tlg0012.tlg001.e3:11.844@ἐκτανύσας,"IMG",8,urn:cite:hmt:e3bifolio.E3_152v_153r,8
urn:cite:hmt:e3footnotes.11-307,urn:cts:greekLit:tlg5026.e3.hmt:11.306,urn:cts:greekLit:tlg0012.tlg001.e3:11.846@ῥίζαν,"IMG",9,urn:cite:hmt:e3bifolio.E3_152v_153r,9
urn:cite:hmt:e3footnotes.11-308,urn:cts:greekLit:tlg5026.e3.hmt:11.307,urn:cts:greekLit:tlg0012.tlg001.e3:11.847@χερσὶ,"IMG",10,urn:cite:hmt:e3bifolio.E3_152v_153r,10

